accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR12538634	SRP279131	new	PRJNA659851	SAMN15928800	S0377	BGT_GA03_GP13_239	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0377.R1.fastq.gz	S0377.R2.fastq.gz				
SRR12538633	SRP279131	new	PRJNA659851	SAMN15928801	S0378	BGT_GA03_GP13_240	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0378.R1.fastq.gz	S0378.R2.fastq.gz				
SRR12538631	SRP279131	new	PRJNA659851	SAMN15928802	S0379	BGT_GA03_GP13_241	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0379.R1.fastq.gz	S0379.R2.fastq.gz				
SRR12538630	SRP279131	new	PRJNA659851	SAMN15928803	S0380	BGT_GA03_GP13_242	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0380.R1.fastq.gz	S0380.R2.fastq.gz				
SRR12538629	SRP279131	new	PRJNA659851	SAMN15928804	S0381	BGT_GA03_GP13_243	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0381.R1.fastq.gz	S0381.R2.fastq.gz				
SRR12538628	SRP279131	new	PRJNA659851	SAMN15928805	S0382	BGT_GA03_GP13_244	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0382.R1.fastq.gz	S0382.R2.fastq.gz				
SRR12538627	SRP279131	new	PRJNA659851	SAMN15928806	S0383	BGT_GA03_GP13_245	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0383.R1.fastq.gz	S0383.R2.fastq.gz				
SRR12538626	SRP279131	new	PRJNA659851	SAMN15928807	S0384	BGT_GA03_GP13_246	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0384.R1.fastq.gz	S0384.R2.fastq.gz				
SRR12538625	SRP279131	new	PRJNA659851	SAMN15928808	S0385	BGT_GA03_GP13_247	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0385.R1.fastq.gz	S0385.R2.fastq.gz				
SRR12538529	SRP279131	new	PRJNA659851	SAMN15928809	S0386	BGT_GA03_GP13_248	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0386.R1.fastq.gz	S0386.R2.fastq.gz				
SRR12538528	SRP279131	new	PRJNA659851	SAMN15928810	S0387	BGT_GA03_GP13_249	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0387.R1.fastq.gz	S0387.R2.fastq.gz				
SRR12538527	SRP279131	new	PRJNA659851	SAMN15928811	S0388	BGT_GA03_GP13_250	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0388.R1.fastq.gz	S0388.R2.fastq.gz				
SRR12538525	SRP279131	new	PRJNA659851	SAMN15928812	S0389	BGT_GA03_GP13_251	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0389.R1.fastq.gz	S0389.R2.fastq.gz				
SRR12538524	SRP279131	new	PRJNA659851	SAMN15928813	S0390	BGT_GA03_GP13_252	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0390.R1.fastq.gz	S0390.R2.fastq.gz				
SRR12538523	SRP279131	new	PRJNA659851	SAMN15928814	S0391	BGT_GA03_GP13_253	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0391.R1.fastq.gz	S0391.R2.fastq.gz				
SRR12538522	SRP279131	new	PRJNA659851	SAMN15928815	S0392	BGT_GA03_GP13_254	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0392.R1.fastq.gz	S0392.R2.fastq.gz				
SRR12538521	SRP279131	new	PRJNA659851	SAMN15928816	S0393	BGT_GA03_GP13_255	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0393.R1.fastq.gz	S0393.R2.fastq.gz				
SRR12538520	SRP279131	new	PRJNA659851	SAMN15928817	S0394	BGT_GA03_GP13_256	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0394.R1.fastq.gz	S0394.R2.fastq.gz				
SRR12538519	SRP279131	new	PRJNA659851	SAMN15928818	S0395	BGT_GA03_GP13_257	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0395.R1.fastq.gz	S0395.R2.fastq.gz				
SRR12538518	SRP279131	new	PRJNA659851	SAMN15928819	S0397	BGT_GA03_GP13_258	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0397.R1.fastq.gz	S0397.R2.fastq.gz				
SRR12538517	SRP279131	new	PRJNA659851	SAMN15928820	S0398	BGT_GA03_GP13_259	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0398.R1.fastq.gz	S0398.R2.fastq.gz				
SRR12538516	SRP279131	new	PRJNA659851	SAMN15928821	S0399	BGT_GA03_GP13_260	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0399.R1.fastq.gz	S0399.R2.fastq.gz				
SRR12538514	SRP279131	new	PRJNA659851	SAMN15928822	S0401	BGT_GA03_GP13_261	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0401.R1.fastq.gz	S0401.R2.fastq.gz				
SRR12538513	SRP279131	new	PRJNA659851	SAMN15928823	S0402	BGT_GA03_GP13_262	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0402.R1.fastq.gz	S0402.R2.fastq.gz				
SRR12538512	SRP279131	new	PRJNA659851	SAMN15928824	S0403	BGT_GA03_GP13_263	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0403.R1.fastq.gz	S0403.R2.fastq.gz				
SRR12538511	SRP279131	new	PRJNA659851	SAMN15928825	S0404	BGT_GA03_GP13_264	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0404.R1.fastq.gz	S0404.R2.fastq.gz				
SRR12538510	SRP279131	new	PRJNA659851	SAMN15928826	S0405	BGT_GA03_GP13_265	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0405.R1.fastq.gz	S0405.R2.fastq.gz				
SRR12538509	SRP279131	new	PRJNA659851	SAMN15928827	S0406	BGT_GA03_GP13_266	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0406.R1.fastq.gz	S0406.R2.fastq.gz				
SRR12538508	SRP279131	new	PRJNA659851	SAMN15928828	S0407	BGT_GA03_GP13_267	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0407.R1.fastq.gz	S0407.R2.fastq.gz				
SRR12538507	SRP279131	new	PRJNA659851	SAMN15928829	S0407_redo	BGT_GA03_GP13_268	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0407_redo.R1.fastq.gz	S0407_redo.R2.fastq.gz				
SRR12538506	SRP279131	new	PRJNA659851	SAMN15928830	S0408	BGT_GA03_GP13_269	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0408.R1.fastq.gz	S0408.R2.fastq.gz				
SRR12538624	SRP279131	new	PRJNA659851	SAMN15928831	S0409	BGT_GA03_GP13_270	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0409.R1.fastq.gz	S0409.R2.fastq.gz				
SRR12538622	SRP279131	new	PRJNA659851	SAMN15928832	S0410	BGT_GA03_GP13_271	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0410.R1.fastq.gz	S0410.R2.fastq.gz				
SRR12538621	SRP279131	new	PRJNA659851	SAMN15928833	S0411	BGT_GA03_GP13_272	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0411.R1.fastq.gz	S0411.R2.fastq.gz				
SRR12538620	SRP279131	new	PRJNA659851	SAMN15928834	S0413	BGT_GA03_GP13_273	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0413.R1.fastq.gz	S0413.R2.fastq.gz				
SRR12538619	SRP279131	new	PRJNA659851	SAMN15928835	S0414	BGT_GA03_GP13_274	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0414.R1.fastq.gz	S0414.R2.fastq.gz				
SRR12538618	SRP279131	new	PRJNA659851	SAMN15928836	S0415	BGT_GA03_GP13_275	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0415.R1.fastq.gz	S0415.R2.fastq.gz				
SRR12538617	SRP279131	new	PRJNA659851	SAMN15928837	S0416	BGT_GA03_GP13_276	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0416.R1.fastq.gz	S0416.R2.fastq.gz				
SRR12538616	SRP279131	new	PRJNA659851	SAMN15928838	S0417	BGT_GA03_GP13_277	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0417.R1.fastq.gz	S0417.R2.fastq.gz				
SRR12538615	SRP279131	new	PRJNA659851	SAMN15928839	S0418	BGT_GA03_GP13_278	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0418.R1.fastq.gz	S0418.R2.fastq.gz				
SRR12538614	SRP279131	new	PRJNA659851	SAMN15928840	S0419	BGT_GA03_GP13_279	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0419.R1.fastq.gz	S0419.R2.fastq.gz				
SRR12538613	SRP279131	new	PRJNA659851	SAMN15928841	S0420	BGT_GA03_GP13_280	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0420.R1.fastq.gz	S0420.R2.fastq.gz				
SRR12538611	SRP279131	new	PRJNA659851	SAMN15928842	S0421	BGT_GA03_GP13_281	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0421.R1.fastq.gz	S0421.R2.fastq.gz				
